Word,Conc.M,Conc.SD
hydrocarbon,3.75,1.48
immunization,3.75,1.24
incineration,3.75,1.32
judge,3.75,1.4
leer,3.75,0.99
legislator,3.75,1.38
lunged,3.75,1.4
monogrammed,3.75,1.43
mover,3.75,1.08
panfish,3.75,1.59
panhandle,3.75,1.32
pinhead,3.75,1.27
pitting,3.75,1.22
pixilated,3.75,1.32
plating,3.75,1.46
pollution,3.75,1.08
polytechnics,3.75,1.36
pronged,3.75,1.11
restock,3.75,1.48
ride,3.75,1.35
ruffle,3.75,1.21
shedder,3.75,1.29
sis,3.75,1.29
smudged,3.75,1.17
squeeze,3.75,1.43
stamen,3.75,1.62
strip,3.75,1.29
stumble,3.75,1.21
taps,3.75,1.17
thirty,3.75,1.62
titleholder,3.75,1.17
transformer,3.75,1.33
tunic,3.75,1.62
unarmored,3.75,1.04
unfurl,3.75,1.22
full house,3.75,1.41
knee deep,3.75,1.08
lay down,3.75,1.46
literary agent,3.75,1.43
nod off,3.75,1.29
phone call,3.75,1.21
poll tax,3.75,1.48
pour down,3.75,1.26
pull out,3.75,1.48
run away,3.75,1.35
search engine,3.75,1.38
sneak preview,3.75,1.24
alphabetically,3.74,1.43
architect,3.74,1.1
asphyxiate,3.74,1.32
assemblyman,3.74,1.43
ate,3.74,1.51
audiogram,3.74,1.29
autobiography,3.74,1.4
backless,3.74,1.32
bartending,3.74,1.29
blow,3.74,1.53
broach,3.74,1.48
canning,3.74,1.35
caper,3.74,1.13
celluloid,3.74,1.38
chloride,3.74,1.48
classes,3.74,1.16
clinking,3.74,1.26
convulse,3.74,1.39
costar,3.74,1.26
cupping,3.74,1.2
currant,3.74,1.65
dataset,3.74,1.29
drought,3.74,1.26
environment,3.74,1.46
epitaph,3.74,1.63
erect,3.74,1.26
explosive,3.74,1.26
eyesore,3.74,1.29
faint,3.74,1.02
fainting,3.74,1.32
foamless,3.74,1.4
foundation,3.74,1.16
gelatinous,3.74,1.2
hacker,3.74,1.29
headman,3.74,1.33
heartburning,3.74,1.29
holder,3.74,1.2
inventory,3.74,1.46
iridescence,3.74,1.18
jagged,3.74,1.25
jerky,3.74,1.51
jointed,3.74,0.94
kindle,3.74,1.4
leper,3.74,1.36
loading,3.74,1.32
menstruate,3.74,1.16
microcrystal,3.74,1.48
outer,3.74,1.32
pelvic,3.74,1.29
pox,3.74,1.2
punctuation,3.74,1.38
ropelike,3.74,1.4
scope,3.74,1.43
septic,3.74,1.46
snowiness,3.74,1.2
spartan,3.74,1.36
steerer,3.74,1.39
straddle,3.74,1.32
suffocate,3.74,1.35
thatched,3.74,1.32
trailside,3.74,1.23
wader,3.74,1.45
air flow,3.74,1.29
electrical power,3.74,1.38
red tape,3.74,1.38
spending money,3.74,1.2
adventurer,3.73,1.28
backwashing,3.73,1.54
beau,3.73,1.39
benching,3.73,1.28
blackout,3.73,1.41
blindness,3.73,1.34
bronchial,3.73,1.37
buff,3.73,1.48
bust,3.73,1.46
buttonholer,3.73,1.55
centaur,3.73,1.69
childcare,3.73,1.22
crackerjack,3.73,1.43
dame,3.73,1.28
death,3.73,1.48
documentarian,3.73,1.54
elastic,3.73,1.22
embosser,3.73,1.59
facelift,3.73,1.36
gale,3.73,1.48
goaltending,3.73,1.22
greasiness,3.73,1.26
griffin,3.73,1.64
handicraft,3.73,1.4
handless,3.73,1.43
heirloom,3.73,1.26
immunologist,3.73,1.54
loud,3.73,1.22
obstruction,3.73,1.34
overseer,3.73,1.26
palate,3.73,1.22
parliamentarian,3.73,1.55
pierce,3.73,1.31
pushing,3.73,1.23
quarterstaff,3.73,1.28
reshuffle,3.73,1.39
robbing,3.73,1.25
rumble,3.73,1.23
skyrocket,3.73,1.08
squawk,3.73,1.36
squirming,3.73,1.23
stash,3.73,1.26
steelmaking,3.73,1.25
stinky,3.73,1.14
striker,3.73,1.43
thimbleful,3.73,1.28
tidemark,3.73,1.42
treasurer,3.73,1.6
tuner,3.73,1.34
walkout,3.73,1.46
warrant,3.73,1.51
wirepuller,3.73,1.25
caesarean section,3.73,1.37
climb up,3.73,1.22
family tree,3.73,1.28
high street,3.73,1.34
snub nose,3.73,1.52
adulteress,3.72,1.39
aerobics,3.72,1.17
anchored,3.72,1.31
area,3.72,1.28
astrophotography,3.72,1.21
auburn,3.72,1.43
bellyache,3.72,1.31
beltway,3.72,1.43
birdsong,3.72,1.28
bitch,3.72,1.49
bleached,3.72,1.24
blushing,3.72,1.1
boneless,3.72,1.33
breezy,3.72,1.19
burned,3.72,1.33
cackler,3.72,1.17
catnap,3.72,1.44
celeb,3.72,1.46
certification,3.72,1.37
chewer,3.72,1.31
combatant,3.72,1.19
combing,3.72,1.22
construction,3.72,1.44
debone,3.72,1.24
deliverer,3.72,1.31
dismount,3.72,1.4
downfield,3.72,1.43
emigrant,3.72,1.4
environmentalist,3.72,1.39
facedown,3.72,1.28
fertilize,3.72,1.31
flow,3.72,1.28
flush,3.72,1.24
franchisee,3.72,1.62
giggle,3.72,1.34
giggling,3.72,1.24
goddaughter,3.72,1.4
godmother,3.72,1.46
godson,3.72,1.43
granulated,3.72,1.22
headliner,3.72,1.37
heather,3.72,1.54
herding,3.72,1.31
holding,3.72,1.33
houseman,3.72,1.54
immigrant,3.72,1.57
inferno,3.72,1.19
installer,3.72,1.25
jawed,3.72,1.14
landholder,3.72,1.57
linguist,3.72,1.19
loan,3.72,1.36
maimed,3.72,1.1
manservant,3.72,1.46
midday,3.72,1.34
moan,3.72,1.31
monster,3.72,1.31
musical,3.72,1.31
newsgroup,3.72,1.16
nibble,3.72,1.22
nitrite,3.72,1.37
northwestward,3.72,1.28
oarsman,3.72,1.43
overflow,3.72,1.33
partition,3.72,1.24
pasting,3.72,1.34
patron,3.72,1.43
perineum,3.72,1.67
pivot,3.72,1.31
proctor,3.72,1.39
prom,3.72,1.53
pudgy,3.72,1.07
ringside,3.72,1.07
rode,3.72,1.22
rubbed,3.72,1.46
salmonella,3.72,1.33
sampler,3.72,1.16
seven,3.72,1.62
shareholder,3.72,1.33
sharpen,3.72,1.36
shook,3.72,1.28
sparking,3.72,1.31
spilt,3.72,1.28
spongy,3.72,1.24
spreader,3.72,1.36
stink,3.72,1.39
stowaway,3.72,1.22
straighten,3.72,1.28
striptease,3.72,1.36
sunbathe,3.72,1.43
sunken,3.72,1.25
superstructure,3.72,1.34
sweep,3.72,1.17
tactician,3.72,1.02
takedown,3.72,0.92
talking,3.72,1.28
thiamine,3.72,1.59
tore,3.72,1.46
trucking,3.72,1.22
undertow,3.72,1.07
urethane,3.72,1.54
widget,3.72,1.49
wielder,3.72,1.16
wirework,3.72,1.37
battle plan,3.72,1.22
blow up,3.72,1.31
insurance claim,3.72,1.31
mass murder,3.72,1.28
radio wave,3.72,1.28
stretch out,3.72,1.41
work day,3.72,1.46
albacore,3.71,1.63
armless,3.71,1.3
asleep,3.71,1.41
asthma,3.71,1.44
attack,3.71,1.18
bicarbonate,3.71,1.27
bladed,3.71,1.27
blotting,3.71,1.27
boondocks,3.71,1.24
break,3.71,1.21
build,3.71,1.46
cleaning,3.71,1.33
cloaked,3.71,1.15
crimping,3.71,1.15
crushing,3.71,1.3
deepfreeze,3.71,1.36
digitizer,3.71,1.4
downpour,3.71,1.12
dragging,3.71,1.4
drove,3.71,1.24
embalm,3.71,1.24
emoticon,3.71,1.44
flick,3.71,1.33
foldout,3.71,1.33
footnoted,3.71,1.18
forger,3.71,1.2
geek,3.71,1.49
geometer,3.71,1.19
glassy,3.71,1.3
humped,3.71,1.18
hydraulics,3.71,1.41
hypertext,3.71,1.49
installation,3.71,1.3
lipreading,3.71,1.23
lobbyist,3.71,1.41
magnify,3.71,1.38
mainlander,3.71,1.33
marketeer,3.71,1.23
melody,3.71,1.33
missionary,3.71,1.32
moors,3.71,1.49
mounted,3.71,1.12
mummify,3.71,1.3
nondrinking,3.71,1.21
paleoanthropologist,3.71,1.49
potted,3.71,0.98
proprietress,3.71,1.63
reading,3.71,1.37
reprint,3.71,1.08
resting,3.71,1.27
resuscitator,3.71,1.4
roasting,3.71,1.36
screeching,3.71,1.21
seafarer,3.71,1.49
shaven,3.71,1.3
sleeting,3.71,1.23
slinky,3.71,1.65
snagged,3.71,1.44
soaring,3.71,1.21
someone,3.71,1.38
specks,3.71,1.61
sponged,3.71,1.24
stretchable,3.71,1.05
stripped,3.71,1.12
stumbling,3.71,1.3
swampy,3.71,1.08
tackling,3.71,1.3
tailoring,3.71,1.01
tapered,3.71,1.08
temperature,3.71,1.41
testicular,3.71,1.23
thesis,3.71,1.3
thumbed,3.71,1.51
trip,3.71,1.3
underneath,3.71,1.15
uninhabited,3.71,1.38
vertices,3.71,1.55
vinery,3.71,1.3
wingless,3.71,1.38
yanking,3.71,1.44
academic year,3.71,1.46
atomic clock,3.71,1.61
curve ball,3.71,1.38
first aid,3.71,1.24
hay fever,3.71,1.33
jot down,3.71,1.08
public office,3.71,1.36
squeeze out,3.71,1.2
stock market,3.71,1.46
tie up,3.71,1.41
turn on,3.71,1.36
wedding night,3.71,1.3
afternoon,3.7,1.49
alpine,3.7,1.13
basketry,3.7,1.36
birthweight,3.7,1.3
blend,3.7,1.39
blurry,3.7,1.15
bordered,3.7,1.06
broadleaf,3.7,1.49
buzz,3.7,1.37
clutch,3.7,1.35
collared,3.7,1.27
commandeer,3.7,1.35
concessioner,3.7,1.27
cousin,3.7,1.49
creole,3.7,1.44
crinkle,3.7,1.12
cryogenics,3.7,1.35
cuisine,3.7,1.3
cunnilingus,3.7,1.46
detector,3.7,1.38
disembowel,3.7,1.26
dismantle,3.7,1.2
duo,3.7,1.49
earner,3.7,1.17
ensemble,3.7,1.35
erupt,3.7,1.17
everglade,3.7,1.32
featherweight,3.7,1.32
framer,3.7,1.27
furriness,3.7,1.49
granter,3.7,1.29
guide,3.7,1.35
guinea,3.7,1.44
gummy,3.7,1.39
hairlessness,3.7,1.41
handbarrow,3.7,1.36
hang,3.7,1.17
hazel,3.7,1.44
homebuyer,3.7,1.44
homesteader,3.7,1.36
horde,3.7,1.21
jacketless,3.7,1.3
jingle,3.7,1.34
kisser,3.7,1.3
laced,3.7,1.27
lanced,3.7,1.11
launch,3.7,1.3
left,3.7,1.46
liftoff,3.7,1.29
lot,3.7,1.54
manslayer,3.7,1.33
mentor,3.7,1.18
microorganism,3.7,1.3
mitochondrial,3.7,1.33
obese,3.7,1.46
outfitter,3.7,1.36
overripe,3.7,1.18
paleness,3.7,1.41
papermaker,3.7,1.35
paratroop,3.7,1.52
payroll,3.7,1.3
persecutor,3.7,1.41
photoreceptor,3.7,1.35
poisoner,3.7,1.32
pollination,3.7,1.41
postmortem,3.7,1.35
reach,3.7,1.41
ringed,3.7,1.17
rupture,3.7,1.21
scribbler,3.7,1.23
semicircular,3.7,1.32
showman,3.7,1.51
sizzling,3.7,1.24
slaughterer,3.7,1.23
slushy,3.7,1.44
smell,3.7,1.44
solidness,3.7,1.4
solitaire,3.7,1.56
solvent,3.7,1.35
sonata,3.7,1.44
sound,3.7,1.44
southwestward,3.7,1.2
speak,3.7,1.49
straddling,3.7,1.23
stubby,3.7,1.07
study,3.7,1.44
subzero,3.7,1.26
swollenness,3.7,1.17
tattered,3.7,1.14
thickener,3.7,1.2
undersurface,3.7,1.14
vertebrata,3.7,1.64
waxing,3.7,1.51
westcoast,3.7,1.41
whinny,3.7,1.42
whitewash,3.7,1.33
wordsmith,3.7,1.11
writing,3.7,1.49
candid camera,3.7,1.64
car insurance,3.7,1.47
carry away,3.7,1.2
dress rehearsal,3.7,1.23
fast lane,3.7,1.35
front line,3.7,1.32
heavy metal,3.7,1.2
straw man,3.7,1.59
bacterium,3.69,1.28
bogey,3.69,1.52
bookworm,3.69,1.47
caped,3.69,1.49
carjacking,3.69,1.17
carpetbagger,3.69,1.49
carve,3.69,1.28
chunky,3.69,1.14
clothier,3.69,1.44
coma,3.69,1.44
commenter,3.69,1.19
comrade,3.69,1.34
crackly,3.69,1.32
cremation,3.69,1.47
crisp,3.69,1.2
crosspiece,3.69,1.46
delivery,3.69,1.12
dislodge,3.69,1.54
dodge,3.69,1.46
drier,3.69,1.44
extractor,3.69,1.34
fantail,3.69,1.32
fungal,3.69,1.26
headteacher,3.69,1.57
hotspot,3.69,1.28
hurler,3.69,1.29
indented,3.69,1.41
jarhead,3.69,1.47
laypeople,3.69,1.41
mailed,3.69,1.28
manufacturer,3.69,1.49
marbled,3.69,1.28
middle,3.69,1.37
middlebrow,3.69,1.59
misprint,3.69,1.28
mumble,3.69,1.44
neuroimaging,3.69,1.46
neuron,3.69,1.39
newsmaker,3.69,1.46
notary,3.69,1.38
officeholder,3.69,1.41
oxford,3.69,1.54
paralympics,3.69,1.17
piling,3.69,1.29
prototype,3.69,1.34
ranchero,3.69,1.57
refrigerate,3.69,1.23
revaccination,3.69,1.38
salary,3.69,1.37
scabby,3.69,1.46
scampi,3.69,1.49
semisolid,3.69,1.16
serotonin,3.69,1.49
shredding,3.69,1.32
slather,3.69,1.57
slick,3.69,1.17
slumlord,3.69,1.32
smokiness,3.69,1.16
sparring,3.69,1.31
streaked,3.69,1.17
sunless,3.69,1.44
surrounded,3.69,1.17
tackled,3.69,1.23
teens,3.69,1.26
thirteen,3.69,1.51
throwing,3.69,1.56
toolmaker,3.69,1.35
traitor,3.69,1.54
unfrosted,3.69,1.23
waved,3.69,1.54
whiteness,3.69,1.54
wrinkleless,3.69,1.39
body language,3.69,1.23
cling to,3.69,1.49
credit bureau,3.69,1.35
engine failure,3.69,1.37
jerk off,3.69,1.42
local government,3.69,1.42
natural resources,3.69,1.28
panic attack,3.69,1.31
paper thin,3.69,1.44
pour out,3.69,1.54
run over,3.69,1.37
sleep over,3.69,1.28
aftershock,3.68,0.98
allergy,3.68,1.12
antihistamine,3.68,1.6
balm,3.68,1.46
bayoneted,3.68,1.33
bloomer,3.68,1.44
bob,3.68,1.55
bricklike,3.68,1.21
buttery,3.68,1.12
canned,3.68,1.25
chug,3.68,1.28
cloudiness,3.68,1.49
clutter,3.68,1.36
columbine,3.68,1.39
constructer,3.68,1.28
copyholder,3.68,1.25
countess,3.68,1.54
coven,3.68,1.38
degrease,3.68,1.31
doc,3.68,1.35
donator,3.68,1.47
dragster,3.68,1.14
drillmaster,3.68,1.11
droop,3.68,1.02
ecologist,3.68,1.39
edging,3.68,1.44
elderly,3.68,1.35
estrogen,3.68,1.49
evacuee,3.68,1.44
fainter,3.68,1.22
fest,3.68,1.11
fizzy,3.68,1.28
flameproof,3.68,1.19
floury,3.68,1.39
footer,3.68,1.31
frothing,3.68,1.42
garnishment,3.68,1.07
gigantism,3.68,1.44
glassful,3.68,1.22
glop,3.68,1.46
groper,3.68,1.25
hag,3.68,1.14
hold,3.68,1.44
huddling,3.68,1.06
humanoid,3.68,1.38
jabbing,3.68,1.47
jaywalk,3.68,1.19
jell,3.68,1.29
jitterbug,3.68,1.31
kinswoman,3.68,1.47
ladyfinger,3.68,1.63
lover,3.68,1.42
majorette,3.68,1.55
memorial,3.68,1.28
miniseries,3.68,1.36
nightspot,3.68,1.35
occupation,3.68,1.16
peter,3.68,1.55
plaything,3.68,1.33
plumb,3.68,1.28
pollinator,3.68,1.29
potbellied,3.68,1.22
puffer,3.68,1.52
reactor,3.68,1.52
recording,3.68,1.16
registration,3.68,1.36
remover,3.68,1.28
sclerosis,3.68,1.31
scuff,3.68,1.19
seaboard,3.68,1.38
seventeenth,3.68,1.52
shanghai,3.68,1.49
shifter,3.68,1.36
side,3.68,1.33
singed,3.68,1.14
siphon,3.68,1.25
slaughter,3.68,1.36
slider,3.68,1.56
slit,3.68,1.46
snip,3.68,1.31
spacer,3.68,1.57
spread,3.68,1.44
squawker,3.68,1.31
stepson,3.68,1.47
stop,3.68,1.28
tangy,3.68,1.03
taxidermy,3.68,1.31
timberline,3.68,1.49
timed,3.68,1.42
toxicologist,3.68,1.42
tributary,3.68,1.36
triplex,3.68,1.38
tycoon,3.68,1.47
unsealed,3.68,1.39
untwisting,3.68,1.39
vomiter,3.68,1.36
westward,3.68,1.22
whaling,3.68,1.22
winged,3.68,1.31
workday,3.68,1.39
worn,3.68,1.12
folk music,3.68,1.28
keynote address,3.68,1.46
work out,3.68,1.09
adviser,3.67,1.4
agriculture,3.67,1.44
apprentice,3.67,1.21
aroma,3.67,1.56
assemble,3.67,1.36
babe,3.67,1.47
baritone,3.67,1.52
blaster,3.67,1.49
blocker,3.67,1.18
bondwoman,3.67,1.4
bony,3.67,1.33
bowing,3.67,1.27
breathless,3.67,1.27
broiling,3.67,1.18
burrow,3.67,1.43
cabled,3.67,1.11
caesarian,3.67,1.13
calligraphic,3.67,1.27
camelback,3.67,1.49
carrying,3.67,1
checkered,3.67,0.96
collagen,3.67,1.27
collapse,3.67,1.32
combat,3.67,1.27
cording,3.67,1.37
counterclockwise,3.67,1.44
counterdemonstration,3.67,1.14
crackling,3.67,1.39
crap,3.67,1.3
crossways,3.67,1.4
crowned,3.67,1.36
culvert,3.67,1.69
curled,3.67,1.41
debater,3.67,1.39
decaf,3.67,1.24
diplomat,3.67,1.39
dopamine,3.67,1.01
dropping,3.67,1.27
dyeing,3.67,1.21
ejector,3.67,1.54
electrolysis,3.67,1.3
exfoliate,3.67,1.47
exhibitionist,3.67,1.07
fellow,3.67,1.33
firepower,3.67,1.3
flash,3.67,1.44
flee,3.67,1.47
flowering,3.67,1.11
flyover,3.67,1.36
frays,3.67,1.3
freezable,3.67,1.27
geneticist,3.67,1.41
geochemist,3.67,1.24
haggler,3.67,1.44
harmonist,3.67,1.3
hazard,3.67,1.07
heave,3.67,1.27
householder,3.67,1.41
hustler,3.67,1.21
hydrotherapy,3.67,1.3
hypotenuse,3.67,1.49
indention,3.67,1.46
inhalation,3.67,1.4
inside,3.67,1.07
interpreter,3.67,1.54
irritant,3.67,1.4
jabbed,3.67,1.34
kinsfolk,3.67,1.41
limpness,3.67,1.21
lit,3.67,1.39
little,3.67,1.32
luminescent,3.67,1.41
mademoiselle,3.67,1.24
mandarin,3.67,1.41
mechanism,3.67,1.07
modeler,3.67,1.14
monograph,3.67,1.66
mountainous,3.67,1.14
mush,3.67,1.21
orgy,3.67,1.27
paraphernalia,3.67,1.54
participator,3.67,0.87
patchwork,3.67,1.27
percolate,3.67,1.39
pintsize,3.67,1.39
pouncing,3.67,1.12
precinct,3.67,1.49
refueling,3.67,1.35
retinol,3.67,1.2
reviewer,3.67,1.27
roasted,3.67,1.09
scurry,3.67,1.24
secretariat,3.67,1.3
sentinel,3.67,1.24
showboat,3.67,1.49
silent,3.67,1.45
singlet,3.67,1.39
skeletal,3.67,1.47
snapped,3.67,1.37
soar,3.67,1.21
southerner,3.67,1.49
southside,3.67,1.33
sprang,3.67,1.36
squatter,3.67,1.12
streak,3.67,1.09
struggler,3.67,1.2
tether,3.67,1.24
thermograph,3.67,1.2
tier,3.67,1.49
topologist,3.67,1.34
tracklayer,3.67,1.56
trackside,3.67,1.27
travel,3.67,1.01
twenty,3.67,1.56
unclog,3.67,1.3
uncolored,3.67,1.49
weedy,3.67,1.14
winegrower,3.67,1.71
wintertime,3.67,1.3
worshiper,3.67,1.37
zips,3.67,1.17
carry out,3.67,1.09
give away,3.67,1.18
hands on,3.67,1.27
happy hour,3.67,1.35
honky tonk,3.67,1.27
intensive care,3.67,1.59
justice department,3.67,1.37
light up,3.67,1.15
roll up,3.67,1.4
sign on,3.67,1.18
work force,3.67,1.33
airmail,3.66,1.47
aqua,3.66,1.49
arson,3.66,1.34
audition,3.66,1.14
big,3.66,1.56
boom,3.66,1.17
chat,3.66,1.34
citation,3.66,1.14
coeditor,3.66,1.32
contraption,3.66,1.26
countryman,3.66,1.26
debit,3.66,1.47
delegator,3.66,1.17
demo,3.66,1.32
detour,3.66,1.2
digestion,3.66,1.29
endnote,3.66,1.2
fingerless,3.66,1.45
fornication,3.66,1.32
founder,3.66,1.34
galaxy,3.66,1.45
handicapped,3.66,1.23
handwork,3.66,1.26
hear,3.66,1.49
hue,3.66,1.17
hydraulic,3.66,1.32
illuminated,3.66,0.9
jackass,3.66,1.67
keystone,3.66,1.26
kinfolk,3.66,1.37
knuckled,3.66,0.97
mafia,3.66,1.4
melted,3.66,1.2
object,3.66,1.54
obstructer,3.66,1.2
oxygen,3.66,1.72
peppery,3.66,1.17
placeholder,3.66,1.29
pounce,3.66,1.34
prescriber,3.66,1.49
protector,3.66,1.29
protein,3.66,1.45
rattling,3.66,1.14
receiver,3.66,1.34
repository,3.66,1.26
sessions,3.66,1.26
signer,3.66,1.59
slipped,3.66,1.4
smear,3.66,1.37
stamping,3.66,1.34
suppertime,3.66,1.45
sweated,3.66,1.26
trace,3.66,1.2
tricolored,3.66,1.47
unsweetened,3.66,1.29
vaginal,3.66,1.61
whiner,3.66,1.11
cut through,3.66,1.32
down payment,3.66,1.37
motion sickness,3.66,1.23
raise up,3.66,1.47
sleeping beauty,3.66,1.45
step down,3.66,1.32
afterburner,3.65,1.52
athletics,3.65,1.32
blowup,3.65,1.23
bondage,3.65,1.25
bookman,3.65,1.47
bronzing,3.65,1.23
cauterization,3.65,1.37
chipping,3.65,1.32
cocking,3.65,1.26
contents,3.65,1.3
copycat,3.65,1.26
cortisone,3.65,1.43
courtside,3.65,1.32
curdle,3.65,1.35
cytoplast,3.65,1.67
ding,3.65,1.41
emphysema,3.65,1.5
equation,3.65,1.5
evidence,3.65,1.29
feedbox,3.65,1.61
flu,3.65,1.38
frostless,3.65,1.23
genealogist,3.65,1.34
glow,3.65,1.31
gluten,3.65,1.41
godchild,3.65,1.5
guarder,3.65,1.34
halved,3.65,1.16
headsman,3.65,1.47
headworker,3.65,1.03
huntsman,3.65,1.3
husked,3.65,1.27
invasion,3.65,1.07
invitation,3.65,1.32
jock,3.65,1.29
jouster,3.65,1.38
moniker,3.65,1.35
monitor,3.65,1.35
mornings,3.65,1.32
mossy,3.65,1.26
neonatal,3.65,1.23
networker,3.65,1.28
nightwalker,3.65,1.37
oaf,3.65,1.13
odorant,3.65,1.26
offshore,3.65,1.38
pains,3.65,1.41
photonegative,3.65,1.58
physique,3.65,1.2
pounced,3.65,1.47
robotics,3.65,1.5
seepage,3.65,1.46
smoked,3.65,1.23
sneer,3.65,1.29
sniffer,3.65,1.35
snowless,3.65,1.23
spiraled,3.65,1.41
squad,3.65,1.16
tackler,3.65,1.2
unlaced,3.65,1.44
unrobed,3.65,1.23
unscrewed,3.65,1.44
uppercase,3.65,1.29
birds-eye view,3.65,1.31
shove off,3.65,1.32
amphibious,3.64,1.31
blazing,3.64,1.35
bowlful,3.64,1.15
burglary,3.64,1.22
castrator,3.64,1.25
chemistry,3.64,1.39
chowtime,3.64,1.11
commissioner,3.64,1.55
counterfeit,3.64,1.19
cycle,3.64,1.58
cytoplasm,3.64,1.41
deformed,3.64,1.13
dentistry,3.64,1.5
diva,3.64,1.16
echo,3.64,1.35
edifice,3.64,1.36
eighteenth,3.64,1.28
falling,3.64,1.35
fanning,3.64,1.5
fetal,3.64,1.52
firing,3.64,1.18
gooey,3.64,1.28
gummed,3.64,1.26
hornless,3.64,1.52
implode,3.64,1.25
indoor,3.64,1.47
internet,3.64,1.42
jammer,3.64,1.29
karat,3.64,1.42
lotto,3.64,1.25
lukewarm,3.64,1.32
makeover,3.64,1.1
malleable,3.64,1.34
mapmaking,3.64,1.31
megastar,3.64,1.22
moonwalker,3.64,1.34
multidigit,3.64,1.29
nonmetallic,3.64,1.34
onlooker,3.64,1.31
overfull,3.64,1.19
pacer,3.64,1.38
paying,3.64,1.39
periods,3.64,1.42
piggyback,3.64,1.5
population,3.64,1.28
predator,3.64,1.42
quake,3.64,1.38
registrar,3.64,1.44
reload,3.64,1.1
reps,3.64,1.22
rolled,3.64,1.16
rubbish,3.64,1.47
rut,3.64,1.16
sanctuary,3.64,1.16
sawmilling,3.64,1.29
screwing,3.64,1.1
sextuple,3.64,1.38
sharps,3.64,1.22
sheen,3.64,1.25
slashing,3.64,1.45
sliding,3.64,1.22
snaps,3.64,1.5
sodomy,3.64,1.41
spiked,3.64,1.34
spiking,3.64,1.28
spooning,3.64,1.47
squishy,3.64,1.28
summer,3.64,1.28
sumo,3.64,1.29
supergiant,3.64,1.31
swam,3.64,1.47
terrorist,3.64,1.39
topography,3.64,1.25
trapezoidal,3.64,1.54
typo,3.64,1.42
width,3.64,1.45
wounded,3.64,1.47
yolkless,3.64,1.32
add on,3.64,1.25
black hole,3.64,1.54
bus service,3.64,1.39
business plan,3.64,1.52
leak out,3.64,1.25
lock up,3.64,1.41
postal code,3.64,1.5
shake off,3.64,1.29
adjacent,3.63,1.36
ambidextrous,3.63,1.47
anagram,3.63,1.55
asphyxiation,3.63,1.21
bases,3.63,1.45
bazaar,3.63,1.47
biosensor,3.63,1.47
bluesman,3.63,1.33
bookmaking,3.63,1.33
bop,3.63,1.18
brawl,3.63,1.24
cackle,3.63,1.62
cauterize,3.63,1.31
charred,3.63,1.5
cheering,3.63,1.64
clasping,3.63,1.3
clumpy,3.63,1.25
crosscut,3.63,1.28
crusader,3.63,1.25
crystallize,3.63,1.3
decayed,3.63,1.35
digital,3.63,1.28
dingy,3.63,1.33
disco,3.63,1.4
dodger,3.63,1.33
element,3.63,1.35
enlarged,3.63,1.16
figure,3.63,1.11
forestry,3.63,1.52
germs,3.63,1.47
globetrotter,3.63,1.52
granduncle,3.63,1.39
grasp,3.63,1.33
hardwired,3.63,1.31
harlot,3.63,1.31
hoarder,3.63,1.31
host,3.63,1.45
hydroelectricity,3.63,1.15
hypnotizer,3.63,1.45
idol,3.63,1.42
insemination,3.63,1.13
jog,3.63,1.43
lacerate,3.63,1.4
load,3.63,1.1
madman,3.63,1.31
mailing,3.63,1.08
mammary,3.63,1.21
microelectronics,3.63,1.31
mile,3.63,1.42
movement,3.63,1.24
mowing,3.63,1.33
multiprocessor,3.63,1.52
nineteenth,3.63,1.43
orthodontics,3.63,1.33
outtakes,3.63,1.47
patternmaker,3.63,1.42
peed,3.63,1.52
philosopher,3.63,1.6
pigmentation,3.63,1.45
planting,3.63,1.33
portal,3.63,1.52
prepackaged,3.63,1.13
price,3.63,1.55
questioner,3.63,1.13
sickbed,3.63,1.07
spatter,3.63,1.47
speeding,3.63,1.18
spelling,3.63,1.33
stealer,3.63,1.5
steamy,3.63,1.04
stepping,3.63,1.39
stratus,3.63,1.52
superbowl,3.63,1.5
tanner,3.63,1.18
televised,3.63,1.33
throbbing,3.63,1.28
untoasted,3.63,1.33
vertically,3.63,1.33
war,3.63,1.18
winding,3.63,1.38
workforce,3.63,1.38
wrangle,3.63,1.08
wriggle,3.63,1.45
cross country,3.63,1.08
Father Christmas,3.63,1.47
finger pointing,3.63,1.31
hammer in,3.63,1.45
heat wave,3.63,1.3
house arrest,3.63,1.39
multiple sclerosis,3.63,1.24
substance abuser,3.63,1.45
airlift,3.62,1.52
anime,3.62,1.42
appraiser,3.62,1.47
aquarian,3.62,1.39
assembler,3.62,1.39
babytalk,3.62,1.32
bactericide,3.62,1.42
bagful,3.62,1.15
baits,3.62,1.35
beater,3.62,1.2
bent,3.62,1.42
bond,3.62,1.21
bookselling,3.62,1.3
brat,3.62,1.44
breeze,3.62,1.24
budgeter,3.62,1.32
candied,3.62,1.35
carotene,3.62,1.41
checkpoint,3.62,1.32
clambake,3.62,1.47
coagulation,3.62,1.37
cobwebby,3.62,1.27
comatose,3.62,1.3
contaminant,3.62,1.47
convulsion,3.62,1.35
creamy,3.62,1.39
cutoff,3.62,1.57
demagnetizer,3.62,1.42
demonologist,3.62,1.44
dinnertime,3.62,1.39
dwarfish,3.62,1.6
eavesdropper,3.62,1.24
eighth,3.62,1.47
endorphin,3.62,1.59
entry,3.62,1.52
enzymologist,3.62,1.38
facial,3.62,1.3
feathery,3.62,1.29
